municipality,zip_code,age,gender,state,municipality_type
City Of Haverhill,33596,90,M,FL,municipal
Unknown,33950,62,F,FL,state
Unknown,01108,43,M,MA,state
Unknown,44224,39,F,OH,state
Unknown,24104,48,F,VA,state
Unknown,02038,59,F,MA,state
Unknown,34683,60,M,FL,state
Unknown,30041,58,M,GA,state
Unknown,37040,52,F,TN,state
Unknown,96740,60,F,HI,state
Unknown,94709,71,M,CA,state
Unknown,32081,58,M,FL,state
Unknown,68069,47,M,NE,state
Unknown,01852,57,M,MA,state
Unknown,34711,52,M,FL,state
Unknown,44074,1,F,OH,state
Unknown,89012,25,M,NV,state
Unknown,34275,81,F,FL,state
City Of Gloucester,29588,21,F,SC,municipal
Unknown,13624,62,F,NY,state
Unknown,34953,16,F,FL,state
Unknown,01085,24,F,MA,state
Unknown,01562,42,M,MA,state
Unknown,34759,82,M,FL,state
Unknown,01240,83,M,MA,state
City Of Springfield,29456,64,F,SC,municipal
Unknown,01475,61,F,MA,state
Unknown,21044,62,M,MD,state
Unknown,34114,62,F,FL,state
Unknown,34112,68,M,FL,state
Unknown,33315,57,F,FL,state
Unknown,32937,60,M,FL,state
Unknown,28467,61,F,NC,state
Unknown,98372,61,F,WA,state
Unknown,33155,86,M,FL,state
Unknown,30108,59,M,GA,state
Unknown,34110,25,M,FL,state
Unknown,33916,54,M,FL,state
Unknown,75009,50,F,TX,state
Unknown,34786,57,M,FL,state
Unknown,30079,57,M,GA,state
Unknown,70130,65,F,LA,state
Unknown,23838,61,F,VA,state
Town Of Weymouth,33467,64,F,FL,municipal
Unknown,32408,22,F,FL,state
Unknown,02919,21,M,RI,state
Unknown,02919,21,M,RI,state
Unknown,12061,56,M,NY,state
City Of Lawrence,33433,63,F,FL,municipal
Town Of Millis,34120,60,F,FL,municipal
Unknown,01420,60,F,MA,state
Unknown,32304,9,M,FL,state
Unknown,32763,66,F,FL,state
Unknown,34135,66,F,FL,state
Town Of Framingham,01609,62,M,MA,municipal
Town Of Brookline,34759,57,M,FL,municipal
Unknown,49506,85,F,MI,state
Unknown,35014,62,M,AL,state
Town Of Bedford,14580,80,F,NY,municipal
Unknown,55442,39,F,MN,state
Unknown,30265,62,M,GA,state
Unknown,33071,58,M,FL,state
Unknown,78641,10,M,TX,state
Town Of Weymouth,32696,72,F,FL,municipal
Unknown,30039,15,M,GA,state
Unknown,97267,60,F,OR,state
Unknown,33908,62,M,FL,state
Unknown,32539,62,F,FL,state
Unknown,33919,63,F,FL,state
Unknown,34235,58,F,FL,state
Unknown,28092,52,M,NC,state
Unknown,26452,62,M,WV,state
City Of Haverhill,34203,59,F,FL,municipal
Unknown,28277,60,F,NC,state
Unknown,02330,30,M,MA,state
Unknown,12834,54,M,NY,state
Unknown,42025,63,M,KY,state
Unknown,34711,60,F,FL,state
Unknown,12065,10,M,NY,state
Town Of Stoneham,02180,63,F,MA,municipal
Unknown,27278,60,F,NC,state
Unknown,27519,16,F,NC,state
Unknown,32162,61,M,FL,state
Unknown,23824,64,F,VA,state
Unknown,32725,61,F,FL,state
Town Of Brookline,02494,63,M,MA,municipal
Unknown,12410,25,M,NY,state
Unknown,73003,32,F,OK,state
Unknown,34104,47,M,FL,state
Unknown,32163,64,M,FL,state
Unknown,34202,64,F,FL,state
Unknown,34202,64,F,FL,state
Unknown,34613,58,F,FL,state
Unknown,40004,49,F,KY,state
Unknown,85390,61,M,AZ,state
Unknown,89521,74,M,NV,state
Town Of Brookline,02494,61,F,MA,municipal
Unknown,33755,55,F,FL,state
Unknown,29414,63,F,SC,state
Unknown,80305,29,M,CO,state
Unknown,01902,63,M,MA,state
Unknown,34772,50,F,FL,state
Unknown,95835,22,F,CA,state
Unknown,01876,64,M,MA,state
Unknown,34240,50,F,FL,state
Town Of Easton,19504,59,F,PA,municipal
Unknown,32724,71,F,FL,state
Unknown,28211,36,M,NC,state
Unknown,29732,58,M,SC,state
Unknown,29732,58,M,SC,state
Unknown,29169,61,M,SC,state
Unknown,77478,64,F,TX,state
Unknown,25411,47,F,WV,state
Unknown,34473,64,M,FL,state
Unknown,88012,57,M,NM,state
Unknown,89436,59,M,NV,state
Unknown,32738,58,F,FL,state
Unknown,23831,62,F,VA,state
City Of Springfield,31522,64,F,GA,municipal
Unknown,33823,63,F,FL,state
Unknown,32779,55,F,FL,state
Unknown,32137,74,F,FL,state
Town Of Easton,29928,77,F,SC,municipal
Unknown,35046,64,M,AL,state
City Of Somerville,98359,57,F,WA,municipal
Unknown,57070,59,F,SD,state
Unknown,34758,60,M,FL,state
Unknown,12168,63,M,NY,state
Unknown,32176,25,F,FL,state
Unknown,32176,25,F,FL,state
Unknown,34491,41,M,FL,state
Unknown,33172,84,M,FL,state
Unknown,33428,59,F,FL,state
Unknown,01886,19,M,MA,state
Unknown,13483,62,M,NY,state
Unknown,27407,22,M,NC,state
Unknown,34711,58,F,FL,state
Unknown,32725,68,M,FL,state
Unknown,13502,56,M,NY,state
Unknown,28443,22,F,NC,state
Unknown,32164,59,M,FL,state
Unknown,02343,50,M,MA,state
Unknown,01339,31,M,MA,state
Unknown,08840,56,F,NJ,state
Unknown,12137,56,M,NY,state
Unknown,33062,62,M,FL,state
City Of Lowell,01886,57,M,MA,municipal
Unknown,37711,57,M,TN,state
City Of Springfield,34983,52,F,FL,municipal
Unknown,27540,63,F,NC,state
Unknown,02780,61,F,MA,state
Unknown,32825,25,F,FL,state
Unknown,22203,50,M,VA,state
Unknown,12564,64,F,NY,state
Unknown,22101,4,M,VA,state
Unknown,33770,64,F,FL,state
Unknown,48034,62,F,MI,state
Unknown,02740,58,M,MA,state
Unknown,77478,64,M,TX,state
Unknown,33180,61,M,FL,state
Unknown,34223,59,F,FL,state
Unknown,85086,55,F,AZ,state
Unknown,33897,57,F,FL,state
Unknown,03865,60,F,NH,state
Unknown,32164,59,F,FL,state
Unknown,78664,50,F,TX,state
Unknown,20170,78,F,VA,state
Unknown,33760,64,F,FL,state
Unknown,33872,61,F,FL,state
Unknown,32129,61,F,FL,state
Unknown,32967,77,F,FL,state
City Of Lowell,28451,63,F,NC,municipal
City Of Springfield,27284,58,F,NC,municipal
Unknown,34231,56,F,FL,state
Unknown,12189,49,F,NY,state
Unknown,85737,46,F,AZ,state
Unknown,28792,63,F,NC,state
Unknown,01535,40,F,MA,state
Town Of Framingham,94702,77,F,CA,municipal
City Of Springfield,34608,61,F,FL,municipal
Unknown,01757,22,M,MA,state
Unknown,37681,24,F,TN,state
Town Of Weymouth,12477,76,M,NY,municipal
Unknown,85345,61,F,AZ,state
Unknown,11217,30,M,NY,state
Unknown,60462,43,M,IL,state
Town Of Framingham,37327,56,F,TN,municipal
Unknown,34231,61,M,FL,state
Unknown,29303,63,M,SC,state
Unknown,23168,9,M,VA,state
Unknown,12832,57,F,NY,state
Unknown,35404,69,F,AL,state
Unknown,28443,64,M,NC,state
Unknown,48178,53,M,MI,state
Unknown,32832,74,M,FL,state
Unknown,32168,24,F,FL,state
Town Of Marblehead,59729,59,M,MT,municipal
Unknown,76132,75,M,TX,state
Unknown,75432,80,F,TX,state
Unknown,32814,36,F,FL,state
Unknown,02122,62,M,MA,state
Unknown,34491,61,F,FL,state
Unknown,02639,63,F,MA,state
Town Of Lexington,33928,64,F,FL,municipal
Unknown,11801,63,M,NY,state
Unknown,02128,64,M,MA,state
Unknown,10990,57,M,NY,state
Unknown,33570,64,M,FL,state
Town Of Lexington,77498,56,F,TX,municipal
Unknown,87114,14,M,NM,state
City Of Springfield,01119,37,F,MA,municipal
Unknown,34211,58,M,FL,state
Unknown,32224,53,F,FL,state
Unknown,60517,66,F,IL,state
Unknown,07726,64,F,NJ,state
Unknown,15237,80,F,PA,state
City Of Lawrence,01845,64,F,MA,municipal
Unknown,02351,20,M,MA,state
Unknown,20636,22,M,MD,state
Unknown,33073,79,M,FL,state
Unknown,60478,43,F,IL,state
Unknown,34491,46,F,FL,state
City Of Springfield,32068,47,M,FL,municipal
Unknown,33338,62,M,FL,state
Unknown,03225,43,M,NH,state
Unknown,24018,71,F,VA,state
Unknown,92620,50,M,CA,state
Unknown,34442,63,M,FL,state
Unknown,02048,61,F,MA,state
Unknown,95121,93,M,CA,state
Unknown,12136,58,M,NY,state
Unknown,12138,45,F,NY,state
Unknown,57719,64,M,SD,state
Unknown,57719,64,M,SD,state
Town Of Weymouth,29466,76,M,SC,municipal
Unknown,33436,25,F,FL,state
Unknown,97212,86,F,OR,state
Unknown,34982,61,F,FL,state
Unknown,34952,63,F,FL,state
Unknown,90036,56,M,CA,state
Unknown,32976,56,F,FL,state
Unknown,32081,73,F,FL,state
Unknown,34203,63,F,FL,state
Unknown,07652,23,F,NJ,state
Unknown,37681,59,F,TN,state
Unknown,34683,63,F,FL,state
Unknown,30039,63,M,GA,state
Unknown,01104,63,F,MA,state
Unknown,40330,25,F,KY,state
Unknown,80302,48,F,CO,state
Unknown,44074,36,F,OH,state
Town Of Arlington,32550,86,F,FL,municipal
Unknown,34990,58,F,FL,state
Unknown,32907,63,F,FL,state
Town Of Middleborough,34606,80,M,FL,municipal
Unknown,01436,55,M,MA,state
Unknown,48178,59,F,MI,state
City Of Gloucester,33472,63,M,FL,municipal
Unknown,33993,62,M,FL,state
Unknown,02048,48,F,MA,state
Unknown,34950,63,M,FL,state
Unknown,32003,47,M,FL,state
Unknown,33810,17,F,FL,state
Unknown,29654,54,F,SC,state
Unknown,08108,38,F,NJ,state
Town Of Stoneham,02155,51,M,MA,municipal
Unknown,32164,79,M,FL,state
Unknown,34211,24,M,FL,state
Unknown,30064,23,M,GA,state
Unknown,34209,56,M,FL,state
Unknown,07052,91,M,NJ,state
Unknown,28601,59,F,NC,state
Unknown,32095,59,M,FL,state
Unknown,32162,64,F,FL,state
Unknown,34639,63,M,FL,state
Unknown,33909,21,F,FL,state
Town Of Framingham,46992,86,M,IN,municipal
Unknown,75670,1,M,TX,state
Unknown,33615,57,M,FL,state
Town Of Arlington,33903,67,M,FL,municipal
Unknown,29566,25,M,SC,state
City Of Somerville,27571,61,M,NC,municipal
Unknown,03064,55,M,NH,state
Unknown,33952,23,M,FL,state
Unknown,60712,31,M,IL,state
Unknown,27278,25,M,NC,state
Unknown,80238,47,F,CO,state
Unknown,45236,63,M,OH,state
Unknown,12061,56,F,NY,state
Unknown,01886,25,F,MA,state
City Of Lawrence,34120,59,M,FL,municipal
Unknown,30108,52,F,GA,state
Unknown,27377,64,F,NC,state
Unknown,31324,57,M,GA,state
Unknown,21401,79,F,MD,state
Unknown,33066,64,M,FL,state
City Of Springfield,34744,83,F,FL,municipal
Unknown,12534,48,F,NY,state
Unknown,85286,64,F,AZ,state
Unknown,34491,10,F,FL,state
Unknown,34293,62,M,FL,state
Unknown,33435,58,M,FL,state
Unknown,33618,54,F,FL,state
Unknown,30290,63,M,GA,state
Unknown,34606,11,M,FL,state
Unknown,31305,61,F,GA,state
Unknown,29072,16,M,SC,state
Unknown,02445,27,M,MA,state
Unknown,34208,51,M,FL,state
Unknown,34203,62,M,FL,state
Unknown,02346,22,F,MA,state
Town Of Weymouth,02359,57,M,MA,municipal
Unknown,34212,60,F,FL,state
Unknown,30265,62,F,GA,state
Unknown,33764,62,F,FL,state
Town Of Norwood,77433,63,M,TX,municipal
City Of Springfield,29526,52,F,SC,municipal
Unknown,33884,58,F,FL,state
Unknown,02893,20,F,RI,state
Unknown,44224,9,F,OH,state
Unknown,33764,62,M,FL,state
Unknown,32164,66,F,FL,state
Unknown,89052,74,F,NV,state
Unknown,33193,59,F,FL,state
Unknown,34695,59,F,FL,state
Unknown,11101,46,F,NY,state
Unknown,33928,61,M,FL,state
Unknown,10010,23,F,NY,state
Unknown,32117,56,F,FL,state
Unknown,27407,57,M,NC,state
Town Of Framingham,28079,60,F,NC,municipal
Unknown,34134,53,F,FL,state
Unknown,95835,61,F,CA,state
Unknown,18332,64,F,PA,state
Unknown,34787,56,M,FL,state
City Of Gloucester,33904,61,M,FL,municipal
Unknown,34711,53,M,FL,state
Unknown,33897,61,F,FL,state
Unknown,27406,50,F,NC,state
Unknown,12414,56,F,NY,state
Unknown,48054,77,F,MI,state
Unknown,02726,59,F,MA,state
Unknown,34293,22,F,FL,state
Unknown,32082,75,M,FL,state
Town Of Weston,02493,57,F,MA,municipal
Unknown,84720,63,F,UT,state
Unknown,29526,60,F,SC,state
Unknown,01606,50,F,MA,state
Unknown,33928,63,F,FL,state
Unknown,33928,63,F,FL,state
Town Of Wakefield,27613,64,F,NC,municipal
Unknown,32082,62,M,FL,state
City Of Somerville,33931,63,F,FL,municipal
Unknown,02893,51,M,RI,state
Town Of Hingham,32034,61,F,FL,municipal
Unknown,34275,74,F,FL,state
City Of Haverhill,66030,23,F,KS,municipal
Unknown,19066,96,F,PA,state
Unknown,24502,64,F,VA,state
Town Of Easton,92359,63,F,CA,municipal
Unknown,12065,42,M,NY,state
Unknown,34203,61,F,FL,state
Unknown,34269,63,M,FL,state
Unknown,29472,59,M,SC,state
Unknown,34224,61,M,FL,state
Unknown,32771,31,F,FL,state
Unknown,01002,44,F,MA,state
Unknown,37716,55,F,TN,state
Unknown,85119,61,F,AZ,state
Unknown,37122,52,M,TN,state
Town Of Arlington,27127,54,F,NC,municipal
Unknown,60631,55,M,IL,state
Unknown,34997,24,M,FL,state
Unknown,12816,6,M,NY,state
Unknown,34609,61,F,FL,state
Unknown,30187,60,F,GA,state
Unknown,34109,77,F,FL,state
Unknown,27527,62,M,NC,state
Unknown,98005,64,F,WA,state
Unknown,29909,58,M,SC,state
Unknown,34608,60,M,FL,state
Unknown,43230,56,F,OH,state
Unknown,27830,64,M,NC,state
Unknown,33917,59,M,FL,state
Unknown,19095,25,M,PA,state
Unknown,78254,59,M,TX,state
Unknown,41048,55,M,KY,state
Unknown,77386,63,F,TX,state
Unknown,33540,22,F,FL,state
Unknown,12604,4,M,NY,state
Unknown,76248,22,F,TX,state
Town Of Wakefield,12849,24,F,NY,municipal
Unknown,34608,7,M,FL,state
Unknown,33912,85,M,FL,state
Unknown,34680,66,M,FL,state
Town Of Weymouth,34289,53,F,FL,municipal
Unknown,33848,18,F,FL,state
Unknown,75035,58,F,TX,state
Unknown,35046,61,F,AL,state
Unknown,33896,64,F,FL,state
Unknown,20147,11,F,VA,state
Unknown,32937,61,F,FL,state
City Of Springfield,34287,25,F,FL,municipal
Unknown,29579,49,F,SC,state
Unknown,33897,63,M,FL,state
Unknown,76248,58,F,TX,state
Unknown,01020,33,M,MA,state
Unknown,12604,40,M,NY,state
Unknown,16002,13,F,PA,state
Unknown,01507,59,F,MA,state
Unknown,57719,60,M,SD,state
Unknown,32746,23,M,FL,state
Unknown,33955,59,F,FL,state
Unknown,33755,59,M,FL,state
Town Of Weston,02493,64,F,MA,municipal
Unknown,94705,56,M,CA,state
Unknown,18472,63,M,PA,state
Unknown,12604,42,M,NY,state
Unknown,33909,61,M,FL,state
Unknown,65203,48,F,MO,state
City Of Springfield,01107,62,M,MA,municipal
Unknown,33426,86,M,FL,state
Town Of Middleborough,02360,64,M,MA,municipal
Unknown,17870,63,F,PA,state
Blue Hills Regional Hs,28443,64,M,NC,municipal
City Of Springfield,32976,64,F,FL,municipal
Unknown,24018,74,M,VA,state
Unknown,04280,63,F,ME,state
Unknown,02360,23,F,MA,state
Unknown,08230,19,M,NJ,state
Unknown,34114,59,F,FL,state
City Of Springfield,34113,61,M,FL,municipal
Unknown,52314,63,F,IA,state
Unknown,34293,91,M,FL,state
City Of Lawrence,03873,52,F,NH,municipal
Unknown,34275,15,F,FL,state
City Of Springfield,34119,64,F,FL,municipal
Unknown,30909,24,M,GA,state
Unknown,29576,24,M,SC,state
Unknown,30078,60,F,GA,state
Unknown,29511,25,M,SC,state
Unknown,85390,57,F,AZ,state
Unknown,89130,13,M,NV,state
Unknown,24450,76,M,VA,state
Unknown,32127,59,M,FL,state
Unknown,02188,56,F,MA,state
Unknown,34286,24,F,FL,state
Unknown,29526,83,F,SC,state
Unknown,34293,55,F,FL,state
Unknown,34293,55,F,FL,state
City Of Lowell,33030,24,M,FL,municipal
Unknown,01702,3,M,MA,state
Unknown,28443,61,F,NC,state
Unknown,12061,19,F,NY,state
Unknown,32176,60,F,FL,state
Unknown,29585,22,F,SC,state
Unknown,33455,70,F,FL,state
Unknown,37122,53,M,TN,state
Unknown,32708,56,M,FL,state
Town Of Weston,80517,25,F,CO,municipal
Unknown,29429,59,F,SC,state
Unknown,02642,62,F,MA,state
Unknown,60462,41,F,IL,state
Unknown,28391,73,M,NC,state
Unknown,34428,64,F,FL,state
Unknown,99025,25,F,WA,state
Unknown,33401,61,F,FL,state
Unknown,33955,79,F,FL,state
Unknown,27614,5,F,NC,state
Unknown,30809,58,M,GA,state
Unknown,33917,25,M,FL,state
Unknown,60565,56,M,IL,state
Unknown,37381,62,M,TN,state
Unknown,73003,60,M,OK,state
Unknown,29349,52,F,SC,state
Unknown,32822,24,F,FL,state
Unknown,96815,71,M,HI,state
Unknown,64093,53,F,MO,state
Unknown,34209,61,F,FL,state
Unknown,33496,25,M,FL,state
Unknown,33991,60,M,FL,state
Town Of Weston,02493,56,M,MA,municipal
Unknown,34609,55,M,FL,state
Unknown,30094,36,M,GA,state
Unknown,67060,61,M,KS,state
Unknown,29928,50,F,SC,state
Unknown,34232,57,M,FL,state
Unknown,34212,52,F,FL,state
Unknown,33141,63,M,FL,state
Unknown,87124,78,F,NM,state
Unknown,33677,53,F,FL,state
Unknown,02726,56,M,MA,state
Unknown,33901,77,F,FL,state
Unknown,34222,59,F,FL,state
Unknown,33458,30,F,FL,state
Unknown,03240,62,F,NH,state
Unknown,27703,55,F,NC,state
Unknown,33305,50,M,FL,state
Unknown,37803,55,F,TN,state
City Of Somerville,59053,60,F,MT,municipal
Unknown,02169,39,M,MA,state
Unknown,33759,88,F,FL,state
Unknown,34110,62,M,FL,state
Unknown,02806,59,F,RI,state
Unknown,29690,59,M,SC,state
Unknown,19968,61,M,DE,state
Unknown,10710,13,F,NY,state
City Of Lawrence,68418,64,F,NE,municipal
Unknown,33759,62,F,FL,state
Unknown,02169,62,F,MA,state
Town Of Swampscott,01923,63,M,MA,municipal
Unknown,01072,50,F,MA,state
Unknown,03240,63,M,NH,state
Unknown,10463,63,M,NY,state
Unknown,33069,77,M,FL,state
Unknown,02180,38,M,MA,state
Unknown,29588,87,F,SC,state
Unknown,12414,61,M,NY,state
Unknown,33411,56,M,FL,state
Unknown,34772,47,M,FL,state
Unknown,01003,64,F,MA,state
Unknown,33549,58,F,FL,state
Unknown,29575,63,F,SC,state
Unknown,02715,60,F,MA,state
Unknown,34772,46,F,FL,state
Unknown,01002,4,M,MA,state
Unknown,33782,60,F,FL,state
Unknown,33317,18,M,FL,state
Unknown,64155,43,M,MO,state
Unknown,12189,22,F,NY,state
Unknown,20769,53,F,MD,state
Unknown,27518,18,M,NC,state
Unknown,97461,89,F,OR,state
City Of Springfield,34983,61,M,FL,municipal
Unknown,30040,53,F,GA,state
Unknown,34788,57,F,FL,state
Unknown,01453,58,F,MA,state
Unknown,32968,61,M,FL,state
Unknown,02343,63,F,MA,state
Unknown,92117,83,F,CA,state
Unknown,29205,35,F,SC,state
Unknown,02169,2,F,MA,state
Unknown,33308,53,F,FL,state
City Of Somerville,33931,61,M,FL,municipal
Unknown,01569,56,F,MA,state
Unknown,28371,8,F,NC,state
Unknown,07728,92,F,NJ,state
Unknown,33715,56,F,FL,state
Unknown,01851,43,M,MA,state
Unknown,07023,51,F,NJ,state
City Of Somerville,77469,54,F,TX,municipal
Town Of Framingham,33950,61,F,FL,municipal
Unknown,33542,59,F,FL,state
Unknown,01475,64,M,MA,state
Unknown,33433,56,M,FL,state
Unknown,85737,12,M,AZ,state
Unknown,32164,16,M,FL,state
Town Of Framingham,98374,62,M,WA,municipal
Unknown,34288,61,M,FL,state
City Of Haverhill,32127,59,F,FL,municipal
City Of Springfield,29579,43,F,SC,municipal
Unknown,29920,84,M,SC,state
City Of Somerville,34957,77,M,FL,municipal
Unknown,32726,24,F,FL,state
Unknown,85338,57,M,AZ,state
City Of Somerville,02144,57,M,MA,municipal
Unknown,33967,63,M,FL,state
Unknown,37087,12,M,TN,state
Unknown,48080,71,M,MI,state
Unknown,40514,44,F,KY,state
Unknown,34233,61,F,FL,state
Town Of Brookline,34293,63,M,FL,municipal
Unknown,73170,47,F,OK,state
Unknown,32164,63,F,FL,state
Unknown,28560,60,F,NC,state
Unknown,70563,63,F,LA,state
Unknown,33919,59,F,FL,state
Unknown,33778,58,F,FL,state
Unknown,10035,52,F,NY,state
Unknown,17301,77,F,PA,state
Unknown,10010,59,M,NY,state
Unknown,34119,58,F,FL,state
Unknown,33020,75,F,FL,state
Unknown,01886,57,F,MA,state
Unknown,32766,55,M,FL,state
Unknown,40517,55,M,KY,state
Unknown,60654,41,M,IL,state
Unknown,34211,13,M,FL,state
Unknown,42539,51,F,KY,state
Unknown,02553,62,M,MA,state
Unknown,34135,69,M,FL,state
Unknown,12521,45,M,NY,state
Unknown,85632,62,F,AZ,state
Unknown,34758,59,F,FL,state
Unknown,32162,61,F,FL,state
Town Of Marblehead,59729,21,M,MT,municipal
Unknown,60035,62,F,IL,state
Unknown,34287,60,F,FL,state
Town Of Framingham,28327,62,F,NC,municipal
Unknown,92008,63,F,CA,state
Town Of Brookline,85298,12,F,AZ,municipal
Unknown,02125,77,M,MA,state
Unknown,29544,53,F,SC,state
Unknown,78759,50,F,TX,state
Unknown,49837,25,M,MI,state
Unknown,99502,22,M,AK,state
Unknown,29032,64,M,SC,state
Unknown,10011,46,F,NY,state
Unknown,28516,76,M,NC,state
Unknown,33305,59,M,FL,state
Unknown,32724,61,M,FL,state
Unknown,43812,76,M,OH,state
Unknown,29209,23,F,SC,state
City Of Lowell,33030,59,M,FL,municipal
Unknown,86406,57,F,AZ,state
Unknown,33837,56,M,FL,state
Unknown,64093,20,M,MO,state
Unknown,33913,70,F,FL,state
Unknown,89130,19,F,NV,state
Unknown,48178,20,F,MI,state
Unknown,08230,53,F,NJ,state
Unknown,13485,63,F,NY,state
Unknown,07024,42,F,NJ,state
Unknown,34222,60,F,FL,state
City Of Gloucester,28226,77,F,NC,municipal
Town Of Brookline,02346,61,M,MA,municipal
Unknown,01057,22,F,MA,state
Unknown,32408,56,M,FL,state
Town Of Easton,79912,61,F,TX,municipal
Unknown,33179,63,F,FL,state
Unknown,68069,19,F,NE,state
Unknown,64155,15,F,MO,state
Unknown,92620,22,F,CA,state
Town Of Easton,19504,60,M,PA,municipal
Unknown,77433,2,F,TX,state
Unknown,50309,48,M,IA,state
Unknown,27527,62,F,NC,state
Unknown,02726,23,M,MA,state
Unknown,02780,18,F,MA,state
Unknown,22902,35,F,VA,state
Town Of Westwood,02081,60,M,MA,municipal
Unknown,02360,22,F,MA,state
City Of Lawrence,29568,64,F,SC,municipal
Unknown,39208,37,F,MS,state
Unknown,02054,56,F,MA,state
City Of Lowell,01863,79,F,MA,municipal
Unknown,73003,60,F,OK,state
Unknown,29576,14,M,SC,state
Town Of Brookline,29466,21,F,SC,municipal
Town Of Brookline,29466,21,F,SC,municipal
City Of Somerville,28411,79,F,NC,municipal
Unknown,34714,64,F,FL,state
Unknown,85142,22,F,AZ,state
Unknown,85142,22,F,AZ,state
Unknown,33411,51,F,FL,state
City Of Springfield,28467,52,F,NC,municipal
Unknown,01201,61,M,MA,state
Unknown,78641,40,M,TX,state
Unknown,33066,59,M,FL,state
Unknown,01720,66,M,MA,state
Unknown,02151,61,M,MA,state
Unknown,02359,58,F,MA,state
City Of Springfield,34224,59,M,FL,municipal
Unknown,28428,18,F,NC,state
Unknown,12065,44,M,NY,state
Unknown,08108,41,M,NJ,state
Unknown,01824,58,M,MA,state
Unknown,33477,62,M,FL,state
Unknown,33912,59,M,FL,state
Unknown,75071,53,M,TX,state
Unknown,38571,61,M,TN,state
Unknown,27524,62,M,NC,state
Unknown,34608,40,F,FL,state
Unknown,02021,51,M,MA,state
Unknown,32095,25,F,FL,state
City Of Lawrence,34601,58,F,FL,municipal
Unknown,84009,63,M,UT,state
Unknown,29579,63,M,SC,state
City Of Springfield,34608,61,M,FL,municipal
Unknown,07722,17,M,NJ,state
Unknown,29577,74,M,SC,state
Unknown,91786,5,M,CA,state
Unknown,02532,54,M,MA,state
Unknown,43952,64,M,OH,state
Unknown,34209,53,F,FL,state
Unknown,02790,57,F,MA,state
Unknown,33897,41,F,FL,state
Unknown,21113,63,F,MD,state
Unknown,34110,61,F,FL,state
Unknown,85260,64,F,AZ,state
Unknown,34983,76,M,FL,state
Unknown,03103,19,F,NH,state
Unknown,34744,63,M,FL,state
City Of Springfield,32043,54,M,FL,municipal
Unknown,34772,79,M,FL,state
Unknown,95521,73,F,CA,state
Unknown,92131,18,M,CA,state
Unknown,12970,63,F,NY,state
Unknown,32960,61,F,FL,state
City Of Lowell,29588,60,F,SC,municipal
Unknown,02110,62,F,MA,state
Unknown,01507,62,M,MA,state
Unknown,85020,63,M,AZ,state
Unknown,23323,62,F,VA,state
Unknown,28451,40,F,NC,state
Unknown,34135,63,F,FL,state
Unknown,33556,23,F,FL,state
Unknown,32822,38,F,FL,state
Unknown,33187,64,M,FL,state
Unknown,33711,60,M,FL,state
Unknown,74137,61,M,OK,state
Unknown,32507,58,M,FL,state
Unknown,33837,67,F,FL,state
City Of Haverhill,34104,58,M,FL,municipal
Unknown,94705,21,M,CA,state
City Of Springfield,12845,51,F,NY,municipal
Unknown,34110,77,M,FL,state
Unknown,33914,56,M,FL,state
Unknown,34953,60,F,FL,state
Unknown,32092,9,M,FL,state
Unknown,19004,79,F,PA,state
City Of Salem,28412,54,F,NC,municipal
Unknown,29654,64,M,SC,state
Town Of Brookline,85298,15,F,AZ,municipal
Unknown,02660,57,M,MA,state
Unknown,33132,63,F,FL,state
Unknown,34639,61,F,FL,state
Town Of Stoneham,34207,74,M,FL,municipal
Unknown,31312,56,F,GA,state
Unknown,32114,74,M,FL,state
City Of Somerville,02144,56,F,MA,municipal
City Of Lawrence,29175,16,M,SC,municipal
Unknown,29576,64,M,SC,state
Unknown,85045,57,F,AZ,state
Unknown,14623,63,F,NY,state
Town Of Weymouth,34119,59,F,FL,municipal
Unknown,33928,24,F,FL,state
Unknown,12168,39,M,NY,state
Unknown,01720,20,F,MA,state
Unknown,43204,63,F,OH,state
Unknown,32159,62,F,FL,state
Unknown,02715,57,M,MA,state
Unknown,34145,59,F,FL,state
Unknown,80004,72,F,CO,state
Unknown,35217,63,M,AL,state
Unknown,95121,89,F,CA,state
Unknown,33913,55,F,FL,state
Unknown,11106,34,M,NY,state
Unknown,32068,54,M,FL,state
Unknown,32724,24,F,FL,state
Town Of Sudbury,19103,84,M,PA,municipal
Unknown,22443,55,M,VA,state
Unknown,28269,43,F,NC,state
Unknown,63026,19,F,MO,state
Unknown,33993,55,F,FL,state
Unknown,34209,24,M,FL,state
Unknown,38501,8,M,TN,state
Unknown,32159,64,M,FL,state
Unknown,32726,22,M,FL,state
Unknown,32174,64,M,FL,state
Unknown,34119,78,F,FL,state
Unknown,02649,59,F,MA,state
Town Of Brookline,30241,0,M,GA,municipal
Unknown,34145,59,M,FL,state
City Of Somerville,27571,62,F,NC,municipal
Unknown,48236,58,F,MI,state
Unknown,20147,8,M,VA,state
Unknown,80247,30,F,CO,state
Unknown,32174,66,F,FL,state
Unknown,35594,81,F,AL,state
Unknown,01778,60,F,MA,state
Unknown,29576,72,F,SC,state
Unknown,98392,62,F,WA,state
Unknown,34786,20,M,FL,state
Unknown,07724,29,M,NJ,state
Unknown,85396,62,F,AZ,state
Unknown,27278,74,M,NC,state
Unknown,95608,17,M,CA,state
Unknown,29483,60,F,SC,state
Unknown,32176,70,M,FL,state
Unknown,32963,60,M,FL,state
Unknown,02343,50,F,MA,state
